amfi_code,date,nav
100016,2022-04-01,531.285
100016,2022-04-02,531.285
100016,2022-04-03,531.285
100016,2022-04-04,534.7762
100016,2022-04-05,531.2213
100016,2022-04-06,532.3217
100016,2022-04-07,526.7582
100016,2022-04-08,525.7986
100016,2022-04-09,525.7986
100016,2022-04-10,525.7986
100016,2022-04-11,526.2264
100016,2022-04-12,527.7466
100016,2022-04-13,522.8529
100016,2022-04-14,528.6739
100016,2022-04-15,526.1696
100016,2022-04-16,526.1696
100016,2022-04-17,526.1696
100016,2022-04-18,518.7241
100016,2022-04-19,518.493
100016,2022-04-20,518.9178
100016,2022-04-21,519.9214
100016,2022-04-22,526.4763
100016,2022-04-23,526.4763
100016,2022-04-24,526.4763
100016,2022-04-25,525.6507
100016,2022-04-26,525.3674
100016,2022-04-27,520.5493
100016,2022-04-28,524.6005
100016,2022-04-29,525.7251
100016,2022-04-30,525.7251
100016,2022-05-01,525.7251
100016,2022-05-02,524.0515
100016,2022-05-03,515.5881
100016,2022-05-04,522.4674
100016,2022-05-05,517.1078
100016,2022-05-06,514.6837
100016,2022-05-07,514.6837
100016,2022-05-08,514.6837
100016,2022-05-09,516.5793
100016,2022-05-10,511.4204
100016,2022-05-11,504.9889
100016,2022-05-12,495.8735
100016,2022-05-13,499.2941
100016,2022-05-14,499.2941
100016,2022-05-15,499.2941
100016,2022-05-16,497.1556
100016,2022-05-17,510.4206
100016,2022-05-18,506.2251
100016,2022-05-19,502.3871
100016,2022-05-20,500.1462
100016,2022-05-21,500.1462
100016,2022-05-22,500.1462
100016,2022-05-23,501.4785
100016,2022-05-24,499.6609
100016,2022-05-25,502.6257
100016,2022-05-26,498.5637
100016,2022-05-27,492.78
100016,2022-05-28,492.78
100016,2022-05-29,492.78
100016,2022-05-30,485.277
100016,2022-05-31,476.0989
100016,2022-06-01,474.1732
100016,2022-06-02,473.1602
100016,2022-06-03,470.7754
100016,2022-06-04,470.7754
100016,2022-06-05,470.7754
100016,2022-06-06,476.2119
100016,2022-06-07,481.6458
100016,2022-06-08,480.4735
100016,2022-06-09,473.1759
100016,2022-06-10,471.0598
100016,2022-06-11,471.0598
100016,2022-06-12,471.0598
100016,2022-06-13,468.8163
100016,2022-06-14,466.3477
100016,2022-06-15,463.7261
100016,2022-06-16,461.2993
100016,2022-06-17,459.9666
100016,2022-06-18,459.9666
100016,2022-06-19,459.9666
100016,2022-06-20,457.6317
100016,2022-06-21,458.7099
100016,2022-06-22,460.4075
100016,2022-06-23,456.9604
100016,2022-06-24,462.3501
100016,2022-06-25,462.3501
100016,2022-06-26,462.3501
100016,2022-06-27,458.6076
100016,2022-06-28,452.344
100016,2022-06-29,454.0998
100016,2022-06-30,451.0707
100016,2022-07-01,452.584
100016,2022-07-02,452.584
100016,2022-07-03,452.584
100016,2022-07-04,443.3196
100016,2022-07-05,449.0289
100016,2022-07-06,451.9322
100016,2022-07-07,446.2213
100016,2022-07-08,440.6669
100016,2022-07-09,440.6669
100016,2022-07-10,440.6669
100016,2022-07-11,447.4448
100016,2022-07-12,444.7739
100016,2022-07-13,441.7416
100016,2022-07-14,433.2246
100016,2022-07-15,432.1093
100016,2022-07-16,432.1093
100016,2022-07-17,432.1093
100016,2022-07-18,431.4649
100016,2022-07-19,434.4201
100016,2022-07-20,429.3142
100016,2022-07-21,423.8151
100016,2022-07-22,425.7236
100016,2022-07-23,425.7236
100016,2022-07-24,425.7236
100016,2022-07-25,429.7419
100016,2022-07-26,424.047
100016,2022-07-27,428.3319
100016,2022-07-28,428.6948
100016,2022-07-29,433.0659
100016,2022-07-30,433.0659
100016,2022-07-31,433.0659
100016,2022-08-01,433.0211
100016,2022-08-02,423.7137
100016,2022-08-03,423.3646
100016,2022-08-04,427.5619
100016,2022-08-05,424.424
100016,2022-08-06,424.424
100016,2022-08-07,424.424
100016,2022-08-08,423.1925
100016,2022-08-09,422.7537
100016,2022-08-10,412.293
100016,2022-08-11,418.6311
100016,2022-08-12,415.5307
100016,2022-08-13,415.5307
100016,2022-08-14,415.5307
100016,2022-08-15,417.6036
100016,2022-08-16,417.4997
100016,2022-08-17,422.3739
100016,2022-08-18,424.1079
100016,2022-08-19,423.4485
100016,2022-08-20,423.4485
100016,2022-08-21,423.4485
100016,2022-08-22,420.3416
100016,2022-08-23,423.5281
100016,2022-08-24,416.803
100016,2022-08-25,419.4003
100016,2022-08-26,415.5691
100016,2022-08-27,415.5691
100016,2022-08-28,415.5691
100016,2022-08-29,420.401
100016,2022-08-30,421.2166
100016,2022-08-31,423.8348
100016,2022-09-01,424.3603
100016,2022-09-02,418.068
100016,2022-09-03,418.068
100016,2022-09-04,418.068
100016,2022-09-05,415.1206
100016,2022-09-06,417.805
100016,2022-09-07,418.6355
100016,2022-09-08,423.2368
100016,2022-09-09,424.9639
100016,2022-09-10,424.9639
100016,2022-09-11,424.9639
100016,2022-09-12,421.5737
100016,2022-09-13,418.8403
100016,2022-09-14,419.437
100016,2022-09-15,411.1759
100016,2022-09-16,417.5046
100016,2022-09-17,417.5046
100016,2022-09-18,417.5046
100016,2022-09-19,419.3505
100016,2022-09-20,424.1319
100016,2022-09-21,418.4765
100016,2022-09-22,423.3133
100016,2022-09-23,431.9494
100016,2022-09-24,431.9494
100016,2022-09-25,431.9494
100016,2022-09-26,427.1671
100016,2022-09-27,430.305
100016,2022-09-28,430.5313
100016,2022-09-29,424.9261
100016,2022-09-30,426.9974
100016,2022-10-01,426.9974
100016,2022-10-02,426.9974
100016,2022-10-03,430.3701
100016,2022-10-04,428.3154
100016,2022-10-05,432.9656
100016,2022-10-06,426.8679
100016,2022-10-07,421.495
100016,2022-10-08,421.495
100016,2022-10-09,421.495
100016,2022-10-10,422.2208
100016,2022-10-11,422.5333
100016,2022-10-12,420.0881
100016,2022-10-13,423.3166
100016,2022-10-14,425.5227
100016,2022-10-15,425.5227
100016,2022-10-16,425.5227
100016,2022-10-17,428.9765
100016,2022-10-18,428.7321
100016,2022-10-19,431.2389
100016,2022-10-20,429.769
100016,2022-10-21,437.8501
100016,2022-10-22,437.8501
100016,2022-10-23,437.8501
100016,2022-10-24,434.9481
100016,2022-10-25,443.3278
100016,2022-10-26,443.6931
100016,2022-10-27,438.5694
100016,2022-10-28,444.122
100016,2022-10-29,444.122
100016,2022-10-30,444.122
100016,2022-10-31,444.8448
100016,2022-11-01,448.4277
100016,2022-11-02,453.5279
100016,2022-11-03,455.1164
100016,2022-11-04,452.9791
100016,2022-11-05,452.9791
100016,2022-11-06,452.9791
100016,2022-11-07,457.1295
100016,2022-11-08,457.3685
100016,2022-11-09,460.3808
100016,2022-11-10,451.9519
100016,2022-11-11,453.9711
100016,2022-11-12,453.9711
100016,2022-11-13,453.9711
100016,2022-11-14,451.6546
100016,2022-11-15,458.5248
100016,2022-11-16,461.2893
100016,2022-11-17,462.5046
100016,2022-11-18,464.7322
100016,2022-11-19,464.7322
100016,2022-11-20,464.7322
100016,2022-11-21,460.8957
100016,2022-11-22,467.7825
100016,2022-11-23,476.316
100016,2022-11-24,478.216
100016,2022-11-25,485.221
100016,2022-11-26,485.221
100016,2022-11-27,485.221
100016,2022-11-28,483.0407
100016,2022-11-29,479.9044
100016,2022-11-30,480.3253
100016,2022-12-01,482.4201
100016,2022-12-02,480.9949
100016,2022-12-03,480.9949
100016,2022-12-04,480.9949
100016,2022-12-05,483.5309
100016,2022-12-06,485.0894
100016,2022-12-07,481.0854
100016,2022-12-08,483.5409
100016,2022-12-09,487.4889
100016,2022-12-10,487.4889
100016,2022-12-11,487.4889
100016,2022-12-12,488.4785
100016,2022-12-13,493.7241
100016,2022-12-14,488.7036
100016,2022-12-15,490.9778
100016,2022-12-16,486.1873
100016,2022-12-17,486.1873
100016,2022-12-18,486.1873
100016,2022-12-19,481.6822
100016,2022-12-20,479.2566
100016,2022-12-21,475.5366
100016,2022-12-22,473.4881
100016,2022-12-23,472.8386
100016,2022-12-24,472.8386
100016,2022-12-25,472.8386
100016,2022-12-26,476.5883
100016,2022-12-27,475.4855
100016,2022-12-28,469.1246
100016,2022-12-29,474.1097
100016,2022-12-30,470.8654
100016,2022-12-31,470.8654
100016,2023-01-01,470.8654
100016,2023-01-02,470.8644
100016,2023-01-03,472.9663
100016,2023-01-04,474.0441
100016,2023-01-05,478.8877
100016,2023-01-06,481.1631
100016,2023-01-07,481.1631
100016,2023-01-08,481.1631
100016,2023-01-09,477.7684
100016,2023-01-10,487.2879
100016,2023-01-11,488.3757
100016,2023-01-12,487.9931
100016,2023-01-13,492.4132
100016,2023-01-14,492.4132
100016,2023-01-15,492.4132
100016,2023-01-16,493.7523
100016,2023-01-17,495.7495
100016,2023-01-18,507.0277
100016,2023-01-19,506.06
100016,2023-01-20,504.9042
100016,2023-01-21,504.9042
100016,2023-01-22,504.9042
100016,2023-01-23,505.6844
100016,2023-01-24,510.7491
100016,2023-01-25,504.268
100016,2023-01-26,495.8578
100016,2023-01-27,493.5515
100016,2023-01-28,493.5515
100016,2023-01-29,493.5515
100016,2023-01-30,486.7415
100016,2023-01-31,485.1715
100016,2023-02-01,487.5779
100016,2023-02-02,484.0122
100016,2023-02-03,478.2065
100016,2023-02-04,478.2065
100016,2023-02-05,478.2065
100016,2023-02-06,478.7459
100016,2023-02-07,482.6505
100016,2023-02-08,475.7347
100016,2023-02-09,479.4358
100016,2023-02-10,483.1532
100016,2023-02-11,483.1532
100016,2023-02-12,483.1532
100016,2023-02-13,487.4872
100016,2023-02-14,493.0082
100016,2023-02-15,502.9354
100016,2023-02-16,501.6171
100016,2023-02-17,502.3612
100016,2023-02-18,502.3612
100016,2023-02-19,502.3612
100016,2023-02-20,500.7778
100016,2023-02-21,501.045
100016,2023-02-22,508.1265
100016,2023-02-23,502.3938
100016,2023-02-24,498.8505
100016,2023-02-25,498.8505
100016,2023-02-26,498.8505
100016,2023-02-27,505.2068
100016,2023-02-28,510.0352
100016,2023-03-01,508.6667
100016,2023-03-02,512.7785
100016,2023-03-03,514.5893
100016,2023-03-04,514.5893
100016,2023-03-05,514.5893
100016,2023-03-06,521.7123
100016,2023-03-07,522.3246
100016,2023-03-08,527.3425
100016,2023-03-09,540.0526
100016,2023-03-10,543.1889
100016,2023-03-11,543.1889
100016,2023-03-12,543.1889
100016,2023-03-13,543.7057
100016,2023-03-14,547.4632
100016,2023-03-15,545.984
100016,2023-03-16,557.892
100016,2023-03-17,559.067
100016,2023-03-18,559.067
100016,2023-03-19,559.067
100016,2023-03-20,558.0108
100016,2023-03-21,554.1991
100016,2023-03-22,559.8766
100016,2023-03-23,564.466
100016,2023-03-24,562.2856
100016,2023-03-25,562.2856
100016,2023-03-26,562.2856
100016,2023-03-27,565.443
100016,2023-03-28,558.258
100016,2023-03-29,559.4579
100016,2023-03-30,561.9861
100016,2023-03-31,570.8065
100016,2023-04-01,570.8065
100016,2023-04-02,570.8065
100016,2023-04-03,567.2319
100016,2023-04-04,561.1622
100016,2023-04-05,557.0355
100016,2023-04-06,550.7921
100016,2023-04-07,557.6109
100016,2023-04-08,557.6109
100016,2023-04-09,557.6109
100016,2023-04-10,565.5706
100016,2023-04-11,567.4627
100016,2023-04-12,573.9037
100016,2023-04-13,574.8786
100016,2023-04-14,574.693
100016,2023-04-15,574.693
100016,2023-04-16,574.693
100016,2023-04-17,573.3032
100016,2023-04-18,572.031
100016,2023-04-19,564.5669
100016,2023-04-20,566.1761
100016,2023-04-21,566.2668
100016,2023-04-22,566.2668
100016,2023-04-23,566.2668
100016,2023-04-24,570.2955
100016,2023-04-25,571.0606
100016,2023-04-26,570.536
100016,2023-04-27,566.4614
100016,2023-04-28,567.1145
100016,2023-04-29,567.1145
100016,2023-04-30,567.1145
100016,2023-05-01,571.1134
100016,2023-05-02,565.6753
100016,2023-05-03,566.404
100016,2023-05-04,567.8622
100016,2023-05-05,564.5686
100016,2023-05-06,564.5686
100016,2023-05-07,564.5686
100016,2023-05-08,561.939
100016,2023-05-09,563.3736
100016,2023-05-10,558.0581
100016,2023-05-11,560.0718
100016,2023-05-12,555.9534
100016,2023-05-13,555.9534
100016,2023-05-14,555.9534
100016,2023-05-15,561.4787
100016,2023-05-16,573.4711
100016,2023-05-17,569.4279
100016,2023-05-18,572.4122
100016,2023-05-19,569.0487
100016,2023-05-20,569.0487
100016,2023-05-21,569.0487
100016,2023-05-22,574.5931
100016,2023-05-23,568.5103
100016,2023-05-24,571.2196
100016,2023-05-25,567.1312
100016,2023-05-26,566.3889
100016,2023-05-27,566.3889
100016,2023-05-28,566.3889
100016,2023-05-29,561.5519
100016,2023-05-30,565.9312
100016,2023-05-31,562.059
100016,2023-06-01,565.0931
100016,2023-06-02,563.6716
100016,2023-06-03,563.6716
100016,2023-06-04,563.6716
100016,2023-06-05,563.3934
100016,2023-06-06,564.4191
100016,2023-06-07,560.929
100016,2023-06-08,562.2606
100016,2023-06-09,570.1945
100016,2023-06-10,570.1945
100016,2023-06-11,570.1945
100016,2023-06-12,566.5874
100016,2023-06-13,572.7685
100016,2023-06-14,580.6856
100016,2023-06-15,576.8184
100016,2023-06-16,569.7576
100016,2023-06-17,569.7576
100016,2023-06-18,569.7576
100016,2023-06-19,571.5717
100016,2023-06-20,569.1125
100016,2023-06-21,578.8674
100016,2023-06-22,579.3439
100016,2023-06-23,575.5565
100016,2023-06-24,575.5565
100016,2023-06-25,575.5565
100016,2023-06-26,570.057
100016,2023-06-27,575.8598
100016,2023-06-28,573.262
100016,2023-06-29,573.7795
100016,2023-06-30,578.9351
100016,2023-07-01,578.9351
100016,2023-07-02,578.9351
100016,2023-07-03,576.7654
100016,2023-07-04,576.8293
100016,2023-07-05,577.0426
100016,2023-07-06,580.8301
100016,2023-07-07,584.1654
100016,2023-07-08,584.1654
100016,2023-07-09,584.1654
100016,2023-07-10,583.3333
100016,2023-07-11,583.962
100016,2023-07-12,582.3508
100016,2023-07-13,575.1079
100016,2023-07-14,576.7133
100016,2023-07-15,576.7133
100016,2023-07-16,576.7133
100016,2023-07-17,586.7206
100016,2023-07-18,582.4661
100016,2023-07-19,578.8072
100016,2023-07-20,574.6758
100016,2023-07-21,578.6584
100016,2023-07-22,578.6584
100016,2023-07-23,578.6584
100016,2023-07-24,581.2514
100016,2023-07-25,580.7388
100016,2023-07-26,576.3533
100016,2023-07-27,577.1207
100016,2023-07-28,569.5056
100016,2023-07-29,569.5056
100016,2023-07-30,569.5056
100016,2023-07-31,570.5207
100016,2023-08-01,575.2193
100016,2023-08-02,569.2005
100016,2023-08-03,561.849
100016,2023-08-04,570.0239
100016,2023-08-05,570.0239
100016,2023-08-06,570.0239
100016,2023-08-07,567.2493
100016,2023-08-08,573.2563
100016,2023-08-09,572.7737
100016,2023-08-10,572.2513
100016,2023-08-11,574.7646
100016,2023-08-12,574.7646
100016,2023-08-13,574.7646
100016,2023-08-14,570.5953
100016,2023-08-15,571.5572
100016,2023-08-16,569.9315
100016,2023-08-17,563.6234
100016,2023-08-18,565.5951
100016,2023-08-19,565.5951
100016,2023-08-20,565.5951
100016,2023-08-21,564.5744
100016,2023-08-22,564.0841
100016,2023-08-23,558.3838
100016,2023-08-24,566.5681
100016,2023-08-25,571.2603
100016,2023-08-26,571.2603
100016,2023-08-27,571.2603
100016,2023-08-28,576.4358
100016,2023-08-29,575.1817
100016,2023-08-30,566.7691
100016,2023-08-31,576.9127
100016,2023-09-01,576.8994
100016,2023-09-02,576.8994
100016,2023-09-03,576.8994
100016,2023-09-04,573.398
100016,2023-09-05,575.8066
100016,2023-09-06,582.0642
100016,2023-09-07,582.2461
100016,2023-09-08,589.1525
100016,2023-09-09,589.1525
100016,2023-09-10,589.1525
100016,2023-09-11,595.1135
100016,2023-09-12,589.7951
100016,2023-09-13,586.6033
100016,2023-09-14,591.8832
100016,2023-09-15,578.1898
100016,2023-09-16,578.1898
100016,2023-09-17,578.1898
100016,2023-09-18,577.7262
100016,2023-09-19,570.7762
100016,2023-09-20,568.6757
100016,2023-09-21,567.4716
100016,2023-09-22,565.9735
100016,2023-09-23,565.9735
100016,2023-09-24,565.9735
100016,2023-09-25,563.5143
100016,2023-09-26,558.376
100016,2023-09-27,570.0712
100016,2023-09-28,579.8367
100016,2023-09-29,574.2208
100016,2023-09-30,574.2208
100016,2023-10-01,574.2208
100016,2023-10-02,582.5895
100016,2023-10-03,580.8402
100016,2023-10-04,581.8024
100016,2023-10-05,581.7779
100016,2023-10-06,578.7012
100016,2023-10-07,578.7012
100016,2023-10-08,578.7012
100016,2023-10-09,584.0455
100016,2023-10-10,584.996
100016,2023-10-11,582.8431
100016,2023-10-12,576.473
100016,2023-10-13,572.2429
100016,2023-10-14,572.2429
100016,2023-10-15,572.2429
100016,2023-10-16,564.3101
100016,2023-10-17,564.6621
100016,2023-10-18,559.0226
100016,2023-10-19,558.0026
100016,2023-10-20,565.0774
100016,2023-10-21,565.0774
100016,2023-10-22,565.0774
100016,2023-10-23,571.3805
100016,2023-10-24,571.5127
100016,2023-10-25,571.3686
100016,2023-10-26,581.22
100016,2023-10-27,584.1967
100016,2023-10-28,584.1967
100016,2023-10-29,584.1967
100016,2023-10-30,582.8108
100016,2023-10-31,575.8241
100016,2023-11-01,578.126
100016,2023-11-02,582.6704
100016,2023-11-03,579.7325
100016,2023-11-04,579.7325
100016,2023-11-05,579.7325
100016,2023-11-06,581.5232
100016,2023-11-07,579.9607
100016,2023-11-08,579.3189
100016,2023-11-09,567.0393
100016,2023-11-10,566.2233
100016,2023-11-11,566.2233
100016,2023-11-12,566.2233
100016,2023-11-13,571.3794
100016,2023-11-14,568.4997
100016,2023-11-15,569.0566
100016,2023-11-16,565.5671
100016,2023-11-17,567.6605
100016,2023-11-18,567.6605
100016,2023-11-19,567.6605
100016,2023-11-20,566.87
100016,2023-11-21,562.4839
100016,2023-11-22,569.4269
100016,2023-11-23,574.4072
100016,2023-11-24,571.6459
100016,2023-11-25,571.6459
100016,2023-11-26,571.6459
100016,2023-11-27,574.4572
100016,2023-11-28,577.4842
100016,2023-11-29,581.0643
100016,2023-11-30,572.7421
100016,2023-12-01,578.1473
100016,2023-12-02,578.1473
100016,2023-12-03,578.1473
100016,2023-12-04,575.5467
100016,2023-12-05,574.0293
100016,2023-12-06,587.8432
100016,2023-12-07,589.7144
100016,2023-12-08,588.0119
100016,2023-12-09,588.0119
100016,2023-12-10,588.0119
100016,2023-12-11,576.9838
100016,2023-12-12,584.4006
100016,2023-12-13,577.8064
100016,2023-12-14,573.0112
100016,2023-12-15,571.634
100016,2023-12-16,571.634
100016,2023-12-17,571.634
100016,2023-12-18,579.1181
100016,2023-12-19,583.3816
100016,2023-12-20,582.8708
100016,2023-12-21,584.7593
100016,2023-12-22,581.9713
100016,2023-12-23,581.9713
100016,2023-12-24,581.9713
100016,2023-12-25,582.9892
100016,2023-12-26,583.6674
100016,2023-12-27,588.9793
100016,2023-12-28,594.3311
100016,2023-12-29,597.2339
100016,2023-12-30,597.2339
100016,2023-12-31,597.2339
100016,2024-01-01,595.6357
100016,2024-01-02,599.8546
100016,2024-01-03,599.6775
100016,2024-01-04,594.2894
100016,2024-01-05,592.485
100016,2024-01-06,592.485
100016,2024-01-07,592.485
100016,2024-01-08,593.2328
100016,2024-01-09,598.3226
100016,2024-01-10,597.6632
100016,2024-01-11,591.6287
100016,2024-01-12,592.2302
100016,2024-01-13,592.2302
100016,2024-01-14,592.2302
100016,2024-01-15,593.129
100016,2024-01-16,594.4085
100016,2024-01-17,599.5594
100016,2024-01-18,605.2836
100016,2024-01-19,602.4306
100016,2024-01-20,602.4306
100016,2024-01-21,602.4306
100016,2024-01-22,599.4751
100016,2024-01-23,594.3074
100016,2024-01-24,598.2899
100016,2024-01-25,606.2963
100016,2024-01-26,604.9258
100016,2024-01-27,604.9258
100016,2024-01-28,604.9258
100016,2024-01-29,603.9507
100016,2024-01-30,612.1297
100016,2024-01-31,615.1823
100016,2024-02-01,617.8723
100016,2024-02-02,611.7323
100016,2024-02-03,611.7323
100016,2024-02-04,611.7323
100016,2024-02-05,615.7225
100016,2024-02-06,611.0129
100016,2024-02-07,605.2447
100016,2024-02-08,603.7079
100016,2024-02-09,600.907
100016,2024-02-10,600.907
100016,2024-02-11,600.907
100016,2024-02-12,600.0432
100016,2024-02-13,592.7717
100016,2024-02-14,598.1139
100016,2024-02-15,604.4037
100016,2024-02-16,594.4189
100016,2024-02-17,594.4189
100016,2024-02-18,594.4189
100016,2024-02-19,599.8798
100016,2024-02-20,595.9144
100016,2024-02-21,600.7451
100016,2024-02-22,600.6923
100016,2024-02-23,601.1548
100016,2024-02-24,601.1548
100016,2024-02-25,601.1548
100016,2024-02-26,600.484
100016,2024-02-27,607.2508
100016,2024-02-28,600.9583
100016,2024-02-29,604.5003
100016,2024-03-01,610.7152
100016,2024-03-02,610.7152
100016,2024-03-03,610.7152
100016,2024-03-04,614.9028
100016,2024-03-05,627.9635
100016,2024-03-06,625.3634
100016,2024-03-07,630.9909
100016,2024-03-08,630.7261
100016,2024-03-09,630.7261
100016,2024-03-10,630.7261
100016,2024-03-11,637.9534
100016,2024-03-12,638.2393
100016,2024-03-13,636.388
100016,2024-03-14,644.0928
100016,2024-03-15,641.6375
100016,2024-03-16,641.6375
100016,2024-03-17,641.6375
100016,2024-03-18,634.0199
100016,2024-03-19,631.4621
100016,2024-03-20,635.2466
100016,2024-03-21,643.4252
100016,2024-03-22,644.3884
100016,2024-03-23,644.3884
100016,2024-03-24,644.3884
100016,2024-03-25,652.2598
100016,2024-03-26,644.8262
100016,2024-03-27,642.6418
100016,2024-03-28,641.3391
100016,2024-03-29,641.0221
100016,2024-03-30,641.0221
100016,2024-03-31,641.0221
100016,2024-04-01,641.8287
100016,2024-04-02,646.0847
100016,2024-04-03,643.8872
100016,2024-04-04,645.0099
100016,2024-04-05,645.0859
100016,2024-04-06,645.0859
100016,2024-04-07,645.0859
100016,2024-04-08,640.17
100016,2024-04-09,639.8586
100016,2024-04-10,639.3782
100016,2024-04-11,638.7775
100016,2024-04-12,639.2861
100016,2024-04-13,639.2861
100016,2024-04-14,639.2861
100016,2024-04-15,640.043
100016,2024-04-16,637.9365
100016,2024-04-17,645.4701
100016,2024-04-18,639.1767
100016,2024-04-19,635.4532
100016,2024-04-20,635.4532
100016,2024-04-21,635.4532
100016,2024-04-22,651.5612
100016,2024-04-23,645.957
100016,2024-04-24,638.6202
100016,2024-04-25,643.1019
100016,2024-04-26,631.7543
100016,2024-04-27,631.7543
100016,2024-04-28,631.7543
100016,2024-04-29,630.7702
100016,2024-04-30,643.1525
100016,2024-05-01,634.7763
100016,2024-05-02,624.0991
100016,2024-05-03,616.2197
100016,2024-05-04,616.2197
100016,2024-05-05,616.2197
100016,2024-05-06,621.4418
100016,2024-05-07,627.9608
100016,2024-05-08,625.451
100016,2024-05-09,629.5556
100016,2024-05-10,637.6509
100016,2024-05-11,637.6509
100016,2024-05-12,637.6509
100016,2024-05-13,648.116
100016,2024-05-14,647.0433
100016,2024-05-15,634.3697
100016,2024-05-16,630.1188
100016,2024-05-17,628.0754
100016,2024-05-18,628.0754
100016,2024-05-19,628.0754
100016,2024-05-20,626.9661
100016,2024-05-21,626.2512
100016,2024-05-22,632.7878
100016,2024-05-23,640.2703
100016,2024-05-24,639.6315
100016,2024-05-25,639.6315
100016,2024-05-26,639.6315
100016,2024-05-27,646.1915
100016,2024-05-28,648.5674
100016,2024-05-29,649.2714
100016,2024-05-30,654.8208
100016,2024-05-31,655.5763
100016,2024-06-01,655.5763
100016,2024-06-02,655.5763
100016,2024-06-03,667.9269
100016,2024-06-04,659.8477
100016,2024-06-05,657.1955
100016,2024-06-06,656.8013
100016,2024-06-07,659.692
100016,2024-06-08,659.692
100016,2024-06-09,659.692
100016,2024-06-10,667.4546
100016,2024-06-11,667.6553
100016,2024-06-12,659.6735
100016,2024-06-13,664.9362
100016,2024-06-14,669.7236
100016,2024-06-15,669.7236
100016,2024-06-16,669.7236
100016,2024-06-17,658.6916
100016,2024-06-18,659.0094
100016,2024-06-19,650.1674
100016,2024-06-20,646.701
100016,2024-06-21,641.9035
100016,2024-06-22,641.9035
100016,2024-06-23,641.9035
100016,2024-06-24,646.8347
100016,2024-06-25,647.8357
100016,2024-06-26,640.8626
100016,2024-06-27,646.1893
100016,2024-06-28,638.3989
100016,2024-06-29,638.3989
100016,2024-06-30,638.3989
100016,2024-07-01,640.5906
100016,2024-07-02,636.3365
100016,2024-07-03,634.6149
100016,2024-07-04,637.7724
100016,2024-07-05,641.0427
100016,2024-07-06,641.0427
100016,2024-07-07,641.0427
100016,2024-07-08,648.9807
100016,2024-07-09,648.8447
100016,2024-07-10,650.9364
100016,2024-07-11,648.7629
100016,2024-07-12,650.1403
100016,2024-07-13,650.1403
100016,2024-07-14,650.1403
100016,2024-07-15,653.0019
100016,2024-07-16,652.7726
100016,2024-07-17,642.8023
100016,2024-07-18,645.0168
100016,2024-07-19,647.4278
100016,2024-07-20,647.4278
100016,2024-07-21,647.4278
100016,2024-07-22,643.8879
100016,2024-07-23,636.9641
100016,2024-07-24,645.642
100016,2024-07-25,648.781
100016,2024-07-26,647.8057
100016,2024-07-27,647.8057
100016,2024-07-28,647.8057
