date,amfi_code,scheme_name,nav,daily_return
2022-03-06,100016,HDFC Top 100 Fund - Regular Plan - Growth,504.6233,0.0
2022-03-07,100016,HDFC Top 100 Fund - Regular Plan - Growth,504.411,-0.0004207098641698659
2022-03-08,100016,HDFC Top 100 Fund - Regular Plan - Growth,518.6513,0.028231541342278454
2022-03-09,100016,HDFC Top 100 Fund - Regular Plan - Growth,517.7387,-0.0017595636991558639
2022-03-10,100016,HDFC Top 100 Fund - Regular Plan - Growth,520.3416,0.005027439517270027
2022-03-11,100016,HDFC Top 100 Fund - Regular Plan - Growth,517.6372,-0.0051973549683514975
2022-03-12,100016,HDFC Top 100 Fund - Regular Plan - Growth,517.6372,0.0
2022-03-13,100016,HDFC Top 100 Fund - Regular Plan - Growth,517.6372,0.0
2022-03-14,100016,HDFC Top 100 Fund - Regular Plan - Growth,519.2545,0.003124389050864096
2022-03-15,100016,HDFC Top 100 Fund - Regular Plan - Growth,518.432,-0.0015840016793305933
2022-03-16,100016,HDFC Top 100 Fund - Regular Plan - Growth,516.825,-0.0030997314980556467
2022-03-17,100016,HDFC Top 100 Fund - Regular Plan - Growth,525.4534,0.016695012818652266
2022-03-18,100016,HDFC Top 100 Fund - Regular Plan - Growth,531.2109,0.010957203816742034
2022-03-19,100016,HDFC Top 100 Fund - Regular Plan - Growth,531.2109,0.0
2022-03-20,100016,HDFC Top 100 Fund - Regular Plan - Growth,531.2109,0.0
2022-03-21,100016,HDFC Top 100 Fund - Regular Plan - Growth,532.1264,0.0017234209614296336
2022-03-22,100016,HDFC Top 100 Fund - Regular Plan - Growth,521.6911,-0.019610566211336278
2022-03-23,100016,HDFC Top 100 Fund - Regular Plan - Growth,520.3011,-0.002664411947989831
2022-03-24,100016,HDFC Top 100 Fund - Regular Plan - Growth,533.1283,0.024653417031022862
2022-03-25,100016,HDFC Top 100 Fund - Regular Plan - Growth,532.3194,-0.0015172707957915588
2022-03-26,100016,HDFC Top 100 Fund - Regular Plan - Growth,532.3194,0.0
2022-03-27,100016,HDFC Top 100 Fund - Regular Plan - Growth,532.3194,0.0
2022-03-28,100016,HDFC Top 100 Fund - Regular Plan - Growth,537.8012,0.010297952695317969
2022-03-29,100016,HDFC Top 100 Fund - Regular Plan - Growth,544.965,0.013320535543617229
2022-03-30,100016,HDFC Top 100 Fund - Regular Plan - Growth,546.3002,0.002450065600543061
2022-03-31,100016,HDFC Top 100 Fund - Regular Plan - Growth,542.5392,-0.006884493177926609
2022-04-01,100016,HDFC Top 100 Fund - Regular Plan - Growth,531.285,-0.020743570234187825
2022-04-02,100016,HDFC Top 100 Fund - Regular Plan - Growth,531.285,0.0
2022-04-03,100016,HDFC Top 100 Fund - Regular Plan - Growth,531.285,0.0
2022-04-04,100016,HDFC Top 100 Fund - Regular Plan - Growth,534.7762,0.006571237659636742
2022-04-05,100016,HDFC Top 100 Fund - Regular Plan - Growth,531.2213,-0.006647453645094892
2022-04-06,100016,HDFC Top 100 Fund - Regular Plan - Growth,532.3217,0.002071453083676955
2022-04-07,100016,HDFC Top 100 Fund - Regular Plan - Growth,526.7582,-0.010451386821164643
2022-04-08,100016,HDFC Top 100 Fund - Regular Plan - Growth,525.7986,-0.0018217087080941718
2022-04-09,100016,HDFC Top 100 Fund - Regular Plan - Growth,525.7986,0.0
2022-04-10,100016,HDFC Top 100 Fund - Regular Plan - Growth,525.7986,0.0
2022-04-11,100016,HDFC Top 100 Fund - Regular Plan - Growth,526.2264,0.0008136195113490619
2022-04-12,100016,HDFC Top 100 Fund - Regular Plan - Growth,527.7466,0.0028888706457903535
2022-04-13,100016,HDFC Top 100 Fund - Regular Plan - Growth,522.8529,-0.009272821463937375
2022-04-14,100016,HDFC Top 100 Fund - Regular Plan - Growth,528.6739,0.011133150452067975
2022-04-15,100016,HDFC Top 100 Fund - Regular Plan - Growth,526.1696,-0.004736946537364672
2022-04-16,100016,HDFC Top 100 Fund - Regular Plan - Growth,526.1696,0.0
2022-04-17,100016,HDFC Top 100 Fund - Regular Plan - Growth,526.1696,0.0
2022-04-18,100016,HDFC Top 100 Fund - Regular Plan - Growth,518.7241,-0.014150380409662433
2022-04-19,100016,HDFC Top 100 Fund - Regular Plan - Growth,518.493,-0.0004455162195085016
2022-04-20,100016,HDFC Top 100 Fund - Regular Plan - Growth,518.9178,0.000819297463996671
2022-04-21,100016,HDFC Top 100 Fund - Regular Plan - Growth,519.9214,0.0019340250035746465
2022-04-22,100016,HDFC Top 100 Fund - Regular Plan - Growth,526.4763,0.012607482592561281
2022-04-23,100016,HDFC Top 100 Fund - Regular Plan - Growth,526.4763,0.0
2022-04-24,100016,HDFC Top 100 Fund - Regular Plan - Growth,526.4763,0.0
2022-04-25,100016,HDFC Top 100 Fund - Regular Plan - Growth,525.6507,-0.001568161757708797
2022-04-26,100016,HDFC Top 100 Fund - Regular Plan - Growth,525.3674,-0.0005389510562814337
2022-04-27,100016,HDFC Top 100 Fund - Regular Plan - Growth,520.5493,-0.009170915439366767
2022-04-28,100016,HDFC Top 100 Fund - Regular Plan - Growth,524.6005,0.007782548165947034
2022-04-29,100016,HDFC Top 100 Fund - Regular Plan - Growth,525.7251,0.002143726511888655
2022-04-30,100016,HDFC Top 100 Fund - Regular Plan - Growth,525.7251,0.0
2022-05-01,100016,HDFC Top 100 Fund - Regular Plan - Growth,525.7251,0.0
2022-05-02,100016,HDFC Top 100 Fund - Regular Plan - Growth,524.0515,-0.0031834127759925446
2022-05-03,100016,HDFC Top 100 Fund - Regular Plan - Growth,515.5881,-0.016149939462056673
2022-05-04,100016,HDFC Top 100 Fund - Regular Plan - Growth,522.4674,0.013342627574220556
2022-05-05,100016,HDFC Top 100 Fund - Regular Plan - Growth,517.1078,-0.01025824769162631
2022-05-06,100016,HDFC Top 100 Fund - Regular Plan - Growth,514.6837,-0.004687803974335658
2022-05-07,100016,HDFC Top 100 Fund - Regular Plan - Growth,514.6837,0.0
2022-05-08,100016,HDFC Top 100 Fund - Regular Plan - Growth,514.6837,0.0
2022-05-09,100016,HDFC Top 100 Fund - Regular Plan - Growth,516.5793,0.0036830387284461086
2022-05-10,100016,HDFC Top 100 Fund - Regular Plan - Growth,511.4204,-0.009986656453326748
2022-05-11,100016,HDFC Top 100 Fund - Regular Plan - Growth,504.9889,-0.012575759590348734
2022-05-12,100016,HDFC Top 100 Fund - Regular Plan - Growth,495.8735,-0.018050693787526884
2022-05-13,100016,HDFC Top 100 Fund - Regular Plan - Growth,499.2941,0.006898130269111125
2022-05-14,100016,HDFC Top 100 Fund - Regular Plan - Growth,499.2941,0.0
2022-05-15,100016,HDFC Top 100 Fund - Regular Plan - Growth,499.2941,0.0
2022-05-16,100016,HDFC Top 100 Fund - Regular Plan - Growth,497.1556,-0.004283046805479973
2022-05-17,100016,HDFC Top 100 Fund - Regular Plan - Growth,510.4206,0.02668178735188742
2022-05-18,100016,HDFC Top 100 Fund - Regular Plan - Growth,506.2251,-0.008219691760089631
2022-05-19,100016,HDFC Top 100 Fund - Regular Plan - Growth,502.3871,-0.007581607470668716
2022-05-20,100016,HDFC Top 100 Fund - Regular Plan - Growth,500.1462,-0.004460504658658548
2022-05-21,100016,HDFC Top 100 Fund - Regular Plan - Growth,500.1462,0.0
2022-05-22,100016,HDFC Top 100 Fund - Regular Plan - Growth,500.1462,0.0
2022-05-23,100016,HDFC Top 100 Fund - Regular Plan - Growth,501.4785,0.0026638210987106614
2022-05-24,100016,HDFC Top 100 Fund - Regular Plan - Growth,499.6609,-0.0036244824055268188
2022-05-25,100016,HDFC Top 100 Fund - Regular Plan - Growth,502.6257,0.005933624183921404
2022-05-26,100016,HDFC Top 100 Fund - Regular Plan - Growth,498.5637,-0.008081560493225948
2022-05-27,100016,HDFC Top 100 Fund - Regular Plan - Growth,492.78,-0.011600724240453109
2022-05-28,100016,HDFC Top 100 Fund - Regular Plan - Growth,492.78,0.0
2022-05-29,100016,HDFC Top 100 Fund - Regular Plan - Growth,492.78,0.0
2022-05-30,100016,HDFC Top 100 Fund - Regular Plan - Growth,485.277,-0.01522586143918181
2022-05-31,100016,HDFC Top 100 Fund - Regular Plan - Growth,476.0989,-0.018913115602016917
2022-06-01,100016,HDFC Top 100 Fund - Regular Plan - Growth,474.1732,-0.004044747845458163
2022-06-02,100016,HDFC Top 100 Fund - Regular Plan - Growth,473.1602,-0.002136350177530111
2022-06-03,100016,HDFC Top 100 Fund - Regular Plan - Growth,470.7754,-0.005040153419497262
2022-06-04,100016,HDFC Top 100 Fund - Regular Plan - Growth,470.7754,0.0
2022-06-05,100016,HDFC Top 100 Fund - Regular Plan - Growth,470.7754,0.0
2022-06-06,100016,HDFC Top 100 Fund - Regular Plan - Growth,476.2119,0.011547969583797224
2022-06-07,100016,HDFC Top 100 Fund - Regular Plan - Growth,481.6458,0.011410676633658134
2022-06-08,100016,HDFC Top 100 Fund - Regular Plan - Growth,480.4735,-0.002433946273381782
2022-06-09,100016,HDFC Top 100 Fund - Regular Plan - Growth,473.1759,-0.015188350658256855
2022-06-10,100016,HDFC Top 100 Fund - Regular Plan - Growth,471.0598,-0.004472121255541528
2022-06-11,100016,HDFC Top 100 Fund - Regular Plan - Growth,471.0598,0.0
2022-06-12,100016,HDFC Top 100 Fund - Regular Plan - Growth,471.0598,0.0
2022-06-13,100016,HDFC Top 100 Fund - Regular Plan - Growth,468.8163,-0.004762664952517648
2022-06-14,100016,HDFC Top 100 Fund - Regular Plan - Growth,466.3477,-0.005265601899933969
2022-06-15,100016,HDFC Top 100 Fund - Regular Plan - Growth,463.7261,-0.005621556619663792
2022-06-16,100016,HDFC Top 100 Fund - Regular Plan - Growth,461.2993,-0.0052332616171484325
2022-06-17,100016,HDFC Top 100 Fund - Regular Plan - Growth,459.9666,-0.0028890137054186082
2022-06-18,100016,HDFC Top 100 Fund - Regular Plan - Growth,459.9666,0.0
2022-06-19,100016,HDFC Top 100 Fund - Regular Plan - Growth,459.9666,0.0
2022-06-20,100016,HDFC Top 100 Fund - Regular Plan - Growth,457.6317,-0.005076238144247847
2022-06-21,100016,HDFC Top 100 Fund - Regular Plan - Growth,458.7099,0.002356043080057546
2022-06-22,100016,HDFC Top 100 Fund - Regular Plan - Growth,460.4075,0.003700813956707849
2022-06-23,100016,HDFC Top 100 Fund - Regular Plan - Growth,456.9604,-0.0074870630908489
2022-06-24,100016,HDFC Top 100 Fund - Regular Plan - Growth,462.3501,0.011794676300178386
2022-06-25,100016,HDFC Top 100 Fund - Regular Plan - Growth,462.3501,0.0
2022-06-26,100016,HDFC Top 100 Fund - Regular Plan - Growth,462.3501,0.0
2022-06-27,100016,HDFC Top 100 Fund - Regular Plan - Growth,458.6076,-0.008094515389960977
2022-06-28,100016,HDFC Top 100 Fund - Regular Plan - Growth,452.344,-0.013657863498119038
2022-06-29,100016,HDFC Top 100 Fund - Regular Plan - Growth,454.0998,0.0038815591673593275
2022-06-30,100016,HDFC Top 100 Fund - Regular Plan - Growth,451.0707,-0.006670560083928745
2022-07-01,100016,HDFC Top 100 Fund - Regular Plan - Growth,452.584,0.0033549064481466218
2022-07-02,100016,HDFC Top 100 Fund - Regular Plan - Growth,452.584,0.0
2022-07-03,100016,HDFC Top 100 Fund - Regular Plan - Growth,452.584,0.0
2022-07-04,100016,HDFC Top 100 Fund - Regular Plan - Growth,443.3196,-0.020470012196630916
2022-07-05,100016,HDFC Top 100 Fund - Regular Plan - Growth,449.0289,0.01287851924435568
2022-07-06,100016,HDFC Top 100 Fund - Regular Plan - Growth,451.9322,0.006465730824897875
2022-07-07,100016,HDFC Top 100 Fund - Regular Plan - Growth,446.2213,-0.012636630007775596
2022-07-08,100016,HDFC Top 100 Fund - Regular Plan - Growth,440.6669,-0.012447635287692438
2022-07-09,100016,HDFC Top 100 Fund - Regular Plan - Growth,440.6669,0.0
2022-07-10,100016,HDFC Top 100 Fund - Regular Plan - Growth,440.6669,0.0
2022-07-11,100016,HDFC Top 100 Fund - Regular Plan - Growth,447.4448,0.01538100547147958
2022-07-12,100016,HDFC Top 100 Fund - Regular Plan - Growth,444.7739,-0.0059692279360492595
2022-07-13,100016,HDFC Top 100 Fund - Regular Plan - Growth,441.7416,-0.006817621267794727
2022-07-14,100016,HDFC Top 100 Fund - Regular Plan - Growth,433.2246,-0.019280502447584724
2022-07-15,100016,HDFC Top 100 Fund - Regular Plan - Growth,432.1093,-0.00257441521095525
2022-07-16,100016,HDFC Top 100 Fund - Regular Plan - Growth,432.1093,0.0
2022-07-17,100016,HDFC Top 100 Fund - Regular Plan - Growth,432.1093,0.0
2022-07-18,100016,HDFC Top 100 Fund - Regular Plan - Growth,431.4649,-0.0014912893566512153
2022-07-19,100016,HDFC Top 100 Fund - Regular Plan - Growth,434.4201,0.006849224583506119
2022-07-20,100016,HDFC Top 100 Fund - Regular Plan - Growth,429.3142,-0.011753369606977149
2022-07-21,100016,HDFC Top 100 Fund - Regular Plan - Growth,423.8151,-0.012809033570285067
2022-07-22,100016,HDFC Top 100 Fund - Regular Plan - Growth,425.7236,0.004503142997972498
2022-07-23,100016,HDFC Top 100 Fund - Regular Plan - Growth,425.7236,0.0
2022-07-24,100016,HDFC Top 100 Fund - Regular Plan - Growth,425.7236,0.0
2022-07-25,100016,HDFC Top 100 Fund - Regular Plan - Growth,429.7419,0.009438753219224827
2022-07-26,100016,HDFC Top 100 Fund - Regular Plan - Growth,424.047,-0.013251907714839861
2022-07-27,100016,HDFC Top 100 Fund - Regular Plan - Growth,428.3319,0.010104776121514725
2022-07-28,100016,HDFC Top 100 Fund - Regular Plan - Growth,428.6948,0.0008472401892083425
2022-07-29,100016,HDFC Top 100 Fund - Regular Plan - Growth,433.0659,0.010196298158970052
2022-07-30,100016,HDFC Top 100 Fund - Regular Plan - Growth,433.0659,0.0
2022-07-31,100016,HDFC Top 100 Fund - Regular Plan - Growth,433.0659,0.0
2022-08-01,100016,HDFC Top 100 Fund - Regular Plan - Growth,433.0211,-0.00010344845899901145
2022-08-02,100016,HDFC Top 100 Fund - Regular Plan - Growth,423.7137,-0.021494102712315777
2022-08-03,100016,HDFC Top 100 Fund - Regular Plan - Growth,423.3646,-0.0008239053870573443
2022-08-04,100016,HDFC Top 100 Fund - Regular Plan - Growth,427.5619,0.009914149647844761
2022-08-05,100016,HDFC Top 100 Fund - Regular Plan - Growth,424.424,-0.0073390542983367
2022-08-06,100016,HDFC Top 100 Fund - Regular Plan - Growth,424.424,0.0
2022-08-07,100016,HDFC Top 100 Fund - Regular Plan - Growth,424.424,0.0
2022-08-08,100016,HDFC Top 100 Fund - Regular Plan - Growth,423.1925,-0.0029015795525229038
2022-08-09,100016,HDFC Top 100 Fund - Regular Plan - Growth,422.7537,-0.001036880379496341
2022-08-10,100016,HDFC Top 100 Fund - Regular Plan - Growth,412.293,-0.024744195024194893
2022-08-11,100016,HDFC Top 100 Fund - Regular Plan - Growth,418.6311,0.015372805262277023
2022-08-12,100016,HDFC Top 100 Fund - Regular Plan - Growth,415.5307,-0.0074060431726166165
2022-08-13,100016,HDFC Top 100 Fund - Regular Plan - Growth,415.5307,0.0
2022-08-14,100016,HDFC Top 100 Fund - Regular Plan - Growth,415.5307,0.0
2022-08-15,100016,HDFC Top 100 Fund - Regular Plan - Growth,417.6036,0.004988560412022336
2022-08-16,100016,HDFC Top 100 Fund - Regular Plan - Growth,417.4997,-0.00024880053716003214
2022-08-17,100016,HDFC Top 100 Fund - Regular Plan - Growth,422.3739,0.011674738927956119
2022-08-18,100016,HDFC Top 100 Fund - Regular Plan - Growth,424.1079,0.004105367306076468
2022-08-19,100016,HDFC Top 100 Fund - Regular Plan - Growth,423.4485,-0.0015547930137588262
2022-08-20,100016,HDFC Top 100 Fund - Regular Plan - Growth,423.4485,0.0
2022-08-21,100016,HDFC Top 100 Fund - Regular Plan - Growth,423.4485,0.0
2022-08-22,100016,HDFC Top 100 Fund - Regular Plan - Growth,420.3416,-0.007337137810146888
2022-08-23,100016,HDFC Top 100 Fund - Regular Plan - Growth,423.5281,0.007580739094108058
2022-08-24,100016,HDFC Top 100 Fund - Regular Plan - Growth,416.803,-0.015878757513373976
2022-08-25,100016,HDFC Top 100 Fund - Regular Plan - Growth,419.4003,0.006231481059397304
2022-08-26,100016,HDFC Top 100 Fund - Regular Plan - Growth,415.5691,-0.009134948162888845
2022-08-27,100016,HDFC Top 100 Fund - Regular Plan - Growth,415.5691,0.0
2022-08-28,100016,HDFC Top 100 Fund - Regular Plan - Growth,415.5691,0.0
2022-08-29,100016,HDFC Top 100 Fund - Regular Plan - Growth,420.401,0.011627187873208156
2022-08-30,100016,HDFC Top 100 Fund - Regular Plan - Growth,421.2166,0.0019400524737096525
2022-08-31,100016,HDFC Top 100 Fund - Regular Plan - Growth,423.8348,0.006215804410367287
2022-09-01,100016,HDFC Top 100 Fund - Regular Plan - Growth,424.3603,0.001239869873828292
2022-09-02,100016,HDFC Top 100 Fund - Regular Plan - Growth,418.068,-0.014827730115187565
2022-09-03,100016,HDFC Top 100 Fund - Regular Plan - Growth,418.068,0.0
2022-09-04,100016,HDFC Top 100 Fund - Regular Plan - Growth,418.068,0.0
2022-09-05,100016,HDFC Top 100 Fund - Regular Plan - Growth,415.1206,-0.007050049274280656
2022-09-06,100016,HDFC Top 100 Fund - Regular Plan - Growth,417.805,0.006466554538608671
2022-09-07,100016,HDFC Top 100 Fund - Regular Plan - Growth,418.6355,0.001987769413960949
2022-09-08,100016,HDFC Top 100 Fund - Regular Plan - Growth,423.2368,0.01099118445521241
2022-09-09,100016,HDFC Top 100 Fund - Regular Plan - Growth,424.9639,0.004080694306355159
2022-09-10,100016,HDFC Top 100 Fund - Regular Plan - Growth,424.9639,0.0
2022-09-11,100016,HDFC Top 100 Fund - Regular Plan - Growth,424.9639,0.0
2022-09-12,100016,HDFC Top 100 Fund - Regular Plan - Growth,421.5737,-0.007977618804797415
2022-09-13,100016,HDFC Top 100 Fund - Regular Plan - Growth,418.8403,-0.006483801053054239
2022-09-14,100016,HDFC Top 100 Fund - Regular Plan - Growth,419.437,0.0014246480102320103
2022-09-15,100016,HDFC Top 100 Fund - Regular Plan - Growth,411.1759,-0.019695687314185473
2022-09-16,100016,HDFC Top 100 Fund - Regular Plan - Growth,417.5046,0.015391709484918747
2022-09-17,100016,HDFC Top 100 Fund - Regular Plan - Growth,417.5046,0.0
2022-09-18,100016,HDFC Top 100 Fund - Regular Plan - Growth,417.5046,0.0
2022-09-19,100016,HDFC Top 100 Fund - Regular Plan - Growth,419.3505,0.004421268651890298
2022-09-20,100016,HDFC Top 100 Fund - Regular Plan - Growth,424.1319,0.011401917965997432
2022-09-21,100016,HDFC Top 100 Fund - Regular Plan - Growth,418.4765,-0.013334059522521091
2022-09-22,100016,HDFC Top 100 Fund - Regular Plan - Growth,423.3133,0.011558116166618726
2022-09-23,100016,HDFC Top 100 Fund - Regular Plan - Growth,431.9494,0.02040120166316539
2022-09-24,100016,HDFC Top 100 Fund - Regular Plan - Growth,431.9494,0.0
2022-09-25,100016,HDFC Top 100 Fund - Regular Plan - Growth,431.9494,0.0
2022-09-26,100016,HDFC Top 100 Fund - Regular Plan - Growth,427.1671,-0.011071435682049824
2022-09-27,100016,HDFC Top 100 Fund - Regular Plan - Growth,430.305,0.007345837261343302
2022-09-28,100016,HDFC Top 100 Fund - Regular Plan - Growth,430.5313,0.0005259060433877583
2022-09-29,100016,HDFC Top 100 Fund - Regular Plan - Growth,424.9261,-0.013019262478709326
2022-09-30,100016,HDFC Top 100 Fund - Regular Plan - Growth,426.9974,0.004874494647422178
2022-10-01,100016,HDFC Top 100 Fund - Regular Plan - Growth,426.9974,0.0
2022-10-02,100016,HDFC Top 100 Fund - Regular Plan - Growth,426.9974,0.0
2022-10-03,100016,HDFC Top 100 Fund - Regular Plan - Growth,430.3701,0.007898642942556489
2022-10-04,100016,HDFC Top 100 Fund - Regular Plan - Growth,428.3154,-0.00477426289605154
2022-10-05,100016,HDFC Top 100 Fund - Regular Plan - Growth,432.9656,0.010856952610155846
2022-10-06,100016,HDFC Top 100 Fund - Regular Plan - Growth,426.8679,-0.014083566916170631
2022-10-07,100016,HDFC Top 100 Fund - Regular Plan - Growth,421.495,-0.012586797929757698
2022-10-08,100016,HDFC Top 100 Fund - Regular Plan - Growth,421.495,0.0
2022-10-09,100016,HDFC Top 100 Fund - Regular Plan - Growth,421.495,0.0
2022-10-10,100016,HDFC Top 100 Fund - Regular Plan - Growth,422.2208,0.0017219658596188125
2022-10-11,100016,HDFC Top 100 Fund - Regular Plan - Growth,422.5333,0.0007401340720305516
2022-10-12,100016,HDFC Top 100 Fund - Regular Plan - Growth,420.0881,-0.005786999509861168
2022-10-13,100016,HDFC Top 100 Fund - Regular Plan - Growth,423.3166,0.007685292680273514
2022-10-14,100016,HDFC Top 100 Fund - Regular Plan - Growth,425.5227,0.0052114658390434165
2022-10-15,100016,HDFC Top 100 Fund - Regular Plan - Growth,425.5227,0.0
2022-10-16,100016,HDFC Top 100 Fund - Regular Plan - Growth,425.5227,0.0
2022-10-17,100016,HDFC Top 100 Fund - Regular Plan - Growth,428.9765,0.008116605765097873
2022-10-18,100016,HDFC Top 100 Fund - Regular Plan - Growth,428.7321,-0.0005697281785831398
2022-10-19,100016,HDFC Top 100 Fund - Regular Plan - Growth,431.2389,0.005847007956716999
2022-10-20,100016,HDFC Top 100 Fund - Regular Plan - Growth,429.769,-0.0034085515012676204
2022-10-21,100016,HDFC Top 100 Fund - Regular Plan - Growth,437.8501,0.018803357152330724
2022-10-22,100016,HDFC Top 100 Fund - Regular Plan - Growth,437.8501,0.0
2022-10-23,100016,HDFC Top 100 Fund - Regular Plan - Growth,437.8501,0.0
2022-10-24,100016,HDFC Top 100 Fund - Regular Plan - Growth,434.9481,-0.006627839070951436
2022-10-25,100016,HDFC Top 100 Fund - Regular Plan - Growth,443.3278,0.01926597679125397
2022-10-26,100016,HDFC Top 100 Fund - Regular Plan - Growth,443.6931,0.0008239952468580558
